,Cohort,Tank,Date,Total Tenure,Tank Tenure,Total Feed Offered (g),REQUIRED Feed(g)/Day,Feed Size 1,% CP,% of Total,Total Feed (g) size 1,Feed Size 2,% CP2,% of Total2,Total Feed (g) size 2,Feed Size 3,% CP3,% of Total3,Total Feed (g) size 3,Alkalinity Remaining g/L,Sodium bicarbo te (g),Turbostart (mL),PROJECTED GROWTH Feed Curve,Required g protien per shrimp,FCR Expected ,Manual Correction Factor,Daily Feed Required at 35% CP Feed(g),400-600um,600-1000um,1.0-1.3mm,1.3-1.8mm,1.8-2.4mm,Grams of Increased Feed,Daily Feed Required at Offered 35%CP (g),Total Tenure Feed Offered (g),HISTORIC expected size (Wt g/ Shrimp),% Difference from Growth Curve,EXPECTED SIZE (Wt g/ Shrimp),Wt.(g) increment2,AVERAGE SIZE Weight in Grams / Shrimp,% Difference from Growth Curve2,ADFI,ADG,FEED:GAIN,Calculated Count - Includes Daily Mortality Rate and Staff Removal Counts,Jumpers,Sump Dump,Total Daily MIA Assumed Loss - Actual Counted,Daily Mortality Assumption,Samples,Harvest,Termi tion,"Actual Count - Estimates Including Sump Dump, Jumpers and Other Loses",Harvest Weight in Pounds,Projected Growth (g),Shrimp Count/L,Shrimp Count/m2,Shrimp Count/m3,Biomass Kg/m2,Maximum Biomass Kg/m2 by Weight,Biomass (Kg)/m3,Shrimp Harvest Size Code,MBBR(LPM),MBBR(GPM),Standard(LPM),Standard(GPM),EN(LPM),EN(GPM),Tank Level (cm),Initial Salinity (ppt),Fi l Salinity (28-32 PPT),Pump Pressure (PSI),BioFilter Flow Rate (LPM),pH (7.5-8.4),D.O. (goal 4.5),Temperature (28-30°C),TSS,Turbidity,Mat? Y/N,Imhoff (15mL/L),TAN NH4,Un-ionized NH3-N (0.4mg/L),NO2-N (4.5mg/L),ALK CaCO3 (75-200mg/L),NO3-N (250mg/L),28ppt Sea Water Added (cm),Marine Mix (Pounds),0 ppt RO Water Added (cm),Amonium Chloride (NH4Cl)g,Sodium Nitrite ( NO2)g,FOS (C6H12O6)g,Sodium Carbo te ( CO3)g,Sodium Bicarbo te ( HCO3)g,Biowish,Turbo start,Water Exchange Percent,Monster,NOTES,Turbostart 10X(mL),FCR Expected,% Difference from Growth Curve1,EXPECTED SIZE (Wt g/ Shrimp),Back Flush Frequency,Filter 2 - Pump Pressure (PSI),BioFilter 2 Flow Rate (LPM),TAN NH4_2,TAN NH4_3,NO2-N (4.5mg/L)_2,NO2-N (4.5mg/L)_3,ALK CaCO3 (75-200mg/L)_2,ALK CaCO3 (75-200mg/L)_3,NO3-N (250mg/L)_2,NO3-N (250mg/L)_3,Wt.(g) increment1,ADJUSTED EXPECTED SIZE (Wt g/ Shrimp),BioFilter Flow Rate (LPM)_2,Molts-Harvest End (g),Molts-Feed End (g),Bead Filter 1 Assigned Flow Rate (LPM),Bead Filter 2 Assigned Flow Rate (LPM),Recommended Back Flush Frequency,Recommended Sump Dump Frequency,PROJECTED GROWTH/FEED CURVE,Wt.(g) increment for Feed,ADFI Over Entire Tenure,ADG Over Entire Tenure,BioFilter Flow Rate (LPM)_3,Bead Filter 3 Assigned Flow Rate (LPM),Recommended Back Flush Frequency - All Filters,Calculated Daily Water Exch ge,NOTES
345,Cohort1,RTB3,3/9/2019,136,103,4431,4431,Feed 5,35%,100%,4431, , ,0,0, , , ,0,50.75607734,10.6,0,32.30511862,0.074534316,,0.92,4816,0,0,0,0,4431,46,4431,523578,32.30511862,,,0.34, ,0,0.169200367,-2.21E-05,-7670.416628,22616.61294,27, ,108.6996777,135.6996777, , , ,22196.59844,0,16.32122,0.5,132.9336111,436.1338948,2.169638713,2.83,7.118237246,41.47334099,151,40,76,20,51,14,40,27.6,27.6,Apr-00,189,7.4,4.8,28.4, , ,n, , , , , , , , , , , , ,522,10.6,12.7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
346,Cohort1,RTB3,3/10/2019,137,104,4476,4476,Feed 5,35%,100%,4476, , ,0,0, , , ,0,49.24039769,10.7,0,32.64511862,0.074534316,,0.935,4787,0,0,0,0,4476,45,4476,528054,32.64511862,,,0.34, ,0,0.170423784,-2.19E-05,-7782.686136,22480.91327,36, ,98.88547959,134.8854796, , , ,22061.71296,0,16.66122,0.5,132.125793,433.4835729,2.201376905,2.82,7.222365175,40.62700825,153,41,77,21,51,14,40,27.8,27.8,Apr-00,180,7.4,4.5,28.3, , ,n, , , , , , , , , , , , , ,10.7,12.7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
347,Cohort1,RTB3,3/11/2019,138,105,4521,4521,Feed 5,35%,100%,4521, , ,0,0, , , ,0,47.72471804,10.8,0,32.98511862,0.074534316,,0.95,4759,0,0,0,0,4521,45,4521,532575,32.98511862,,,0.34, ,0,0.171667364,-2.17E-05,-7896.698764,22346.02779,25,145,0,134.0761667,5, , ,21886.71296,0,17.00122,0.5,131.0777324,430.0450537,2.228481365,2.81,7.311290567,39.81452639,154,41,77,21,52,14,40,28,28,Apr-00,178,7.4,4.5,28.3, , ,n, ,0.64, ,0.79,259,96.1, , , , , , , ,10.8,12.7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
348,Cohort1,RTB3,3/12/2019,139,106,4563,4563,Feed 5,35%,100%,4563, , ,0,0, , , ,0,46.3100837,11,0,33.32511862,0.074534316,,0.965,4729,0,0,0,0,4563,42,4563,537138,33.32511862,,,0.34,15.88367,0.476627561,0.17293016,0.114249424,1.513619528,22206.95162,24,51,58.24170972,133.2417097, , , ,21753.47125,0,17.34122,0.5,130.2797587,427.4270297,2.259209957,2.8,7.412106157,39.03390433,156,42,78,21,52,14,40,27.3,27.3,Apr-00,177,7.3,4.5,28.3, , ,n, ,0.53, ,0.84, , , , , , , , ,657,11,12.7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
349,Cohort1,RTB3,3/13/2019,140,107,4607,4607,Feed 5,35%,100%,4607, , ,0,0, , , ,0,44.82808583,11.1,0,33.66511862,0.074534316,,0.98,4701,0,0,0,0,4607,44,4607,541745,33.66511862,,,0.34, ,0,0.174252063,-2.14E-05,-8131.762961,22073.70991,29, ,103.4422595,132.4422595, , , ,21621.02899,0,16.22367,0.5,129.4865728,424.824714,2.100747427,2.79,6.892215967,41.7227127,157,42,79,21,53,14,40,27.4,27.4,Apr-00,175,7.3,4.5,28.3, , ,n, ,0.66, ,0.83,254, , , , , , , ,657,11.1,12.7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
350,Cohort1,RTB3,3/14/2019,141,108,4650,4650,Feed 5,35%,100%,4650, , ,0,0, , , ,0,43.37976972,11.2,0,34.00511862,0.074534316,,0.995,4673,0,0,0,0,4650,43,4650,546395,34.00511862,,,0.34, ,0,0.175554624,-2.13E-05,-8251.067329,21941.26765,12, ,119.6476059,131.6476059, , , ,21489.38139,0,16.56367,0.5,128.6981461,422.2380121,2.131713621,2.78,6.993811093,40.86627676,159,42,80,21,53,14,40,27.6,27.6,Apr-00,176,7.4,4.5,28.3, , ,n, ,0.59, ,0.82,262,90.2, , , , , , , ,11.2,12.7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
351,Cohort1,RTB3,3/15/2019,142,109,4690,4690,Feed 5,35%,100%,4690, , ,0,0, , , ,0,42.03249892,11.3,0,34.34511862,0.074534316,,1.01,4644,0,0,0,0,4690,40,4690,551085,34.34511862,,,0.34, ,0,0.176875846,-2.11E-05,-8372.123385,21809.62004,16,96,18.85772027,130.8577203, , , ,21358.52367,0,16.90367,0.5,127.9144499,419.6668304,2.162223649,2.77,7.093909611,40.04429348,160,43,80,22,54,15,40,27.5,27.5,Apr-00,178,7.4,4.6,28.3, , ,n, ,0.6, ,0.72, , , , , , , , ,483,11.3,12.7, , , ,BF2 in BGs mode, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
352,Cohort1,RTB3,3/16/2019,143,110,4732,4732,Feed 5,35%,100%,4732, , ,0,0, , , ,0,40.61786458,11.4,0,34.68511862,0.074534316,,1.025,4617,0,0,0,0,4732,42,4732,555817,34.68511862,,,0.34, ,0,0.178216409,-2.10E-05,-8494.982166,21678.76232,24, ,106.0725739,130.0725739, , , ,21228.45109,0,17.24367,0.5,127.1354559,417.1110758,2.192281847,2.76,7.192525745,39.25472492,162,43,81,22,54,15,40,27.2,27.2,1-Apr,225,7.3,4.5,28.3, , ,n, ,0.92, ,1.24, , , , , , , , ,610,11.4,12.7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
353,Cohort1,RTB3,3/17/2019,144,111,4773,4773,Feed 5,35%,100%,4773, , ,0,0, , , ,0,39.23691201,11.5,0,35.02511862,0.074534316,,1.04,4589,0,0,0,0,4773,41,4773,560590,35.02511862,,,0.34, ,0,0.179576032,-2.08E-05,-8619.649523,21548.68975,22, ,107.2921385,129.2921385, , , ,21099.15895,0,17.58367,0.5,126.3611359,414.5706557,2.221892514,2.75,7.289673602,38.49569074,163,43,82,22,55,15,40,27.2,27.2,4.1-1,219,7.3,4.6,28.3, , ,n, ,0.88, ,1.99, , , , , , , , ,657,11.5,12.7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
354,Cohort1,RTB3,3/18/2019,145,112,4812,4812,Feed 5,35%,100%,4812, , ,0,0, , , ,0,37.92332299,11.5,0,35.36511862,0.074534316,,1.055,4561,0,0,0,0,4812,39,4812,565402,35.36511862,,,0.34, ,0,0.180954118,-2.07E-05,-8746.115681,21419.39761,24,131,0,128.5163857, , , ,20944.15895,0,17.92367,0.5,125.4328536,411.5251101,2.248217074,2.74,7.37604027,37.7654533,164,44,82,22,55,15,40,27.3,27.3,4-.2,178,7.3,4.5,28.4, , ,n, ,0.8, ,2.56,255,81.1, , , , , , ,633,11.5,12.7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
355,Cohort1,RTB3,3/19/2019,146,113,4851,4851,Feed 5,35%,100%,4851, , ,0,0, , , ,0,36.60973396,11.6,0,35.70511862,0.074534316,,1.07,4534,0,0,0,0,4851,39,4851,570253,35.70511862,,,0.34,17.0058,0.476284652,0.182350715,0.116457534,1.565812946,21290.88123,29, ,98.74528736,127.7452874, , , ,20816.41367,0,18.26367,0.5,124.6677975,409.0150836,2.276891513,2.73,7.470116512,37.06240435,166,44,83,22,56,15,40,27.4,27.4,4.2-1,176,7.3,4.5,28.3, , ,n, ,0.63, ,2.71, , , , , , , , ,682,11.6,12.7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
356,Cohort1,RTB3,3/20/2019,147,114,4890,4890,Feed 5,35%,100%,4890, , ,0,0, , , ,0,35.29614493,11.7,0,36.04511862,0.074534316,,1.085,4507,0,0,0,0,4890,39,4890,575143,36.04511862,,,0.34, ,0,0.183765875,-2.04E-05,-9004.527868,21163.13594,13,108,5.978815632,126.9788156, , , ,20689.43485,0,17.3458,0.5,123.9073318,406.5201173,2.149271795,2.72,7.051416651,39.02359778,167,44,84,22,56,15,40,27.6,27.6,4.2-1,177,7.3,4.6,28.3, , ,n, ,0.59, ,2.73, , , , , , , , ,707,11.7,12.7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
357,Cohort1,RTB3,3/21/2019,148,115,4928,4928,Feed 5,35%,100%,4928, , ,0,0, , , ,0,34.01623767,11.8,0,36.38511862,0.074534316,,1.1,4480,0,0,0,0,4928,38,4928,580071,36.38511862,,,0.34, ,0,0.185199332,-2.03E-05,-9136.500401,21036.15712,29,41,56.21694274,126.2169427, , , ,20563.21791,0,17.6858,0.5,123.1514288,404.0401208,2.17803154,2.71,7.145772768,38.27339009,168,45,84,23,56,15,40,27.8,27.8,4-1.6,180,7.3,4.5,28.3, , ,n, ,0.5, ,2.26,268,81, , , , , , ,587,11.9,12.7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
358,Cohort1,RTB3,3/22/2019,149,116,4965,4965,Feed 5,35%,100%,4965, , ,0,0, , , ,0,32.77001218,11.9,0,36.72511862,0.074534316,,1.115,4453,0,0,0,0,4965,37,4965,585036,36.72511862,,,0.34, ,0,0.186650826,-2.01E-05,-9270.324369,20909.94018,20,42,63.45964108,125.4596411, , , ,20437.75827,0,18.0258,0.5,122.4000613,401.5750043,2.206359025,2.7,7.238710712,37.55148301,169,45,85,23,57,15,40,27,27,4.2-1,180,7.3,4.5,28.3, , ,n, ,0.52, ,1.83, , , , , , , , ,682,11.9,12.7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
359,Cohort1,RTB3,3/23/2019,150,117,5001,5001,Feed 5,35%,100%,5001, , ,0,0, , , ,0,31.55746846,12,0,37.06511862,0.074534316,,1.13,4426,0,0,0,0,5001,36,5001,590037,37.06511862,,,0.34, ,0,0.188120098,-2.00E-05,-9406.00491,20784.48054,9, ,115.7068832,124.7068832, , , ,20313.05138,0,18.3658,0.4,121.653202,399.1246784,2.234258377,2.69,7.330244019,36.85630478,171,45,86,23,57,15,40,27.1,27.1,4.2-1.2,177,7.4,4.4,28.4, , ,n, ,0.56, ,1.78,268, , , , , , , ,565,12,12.7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
360,Cohort1,RTB3,3/24/2019,151,118,5038,5038,Feed 5,35%,100%,5038, , ,0,0, , , ,0,30.31124298,12.1,0,37.40511862,0.074534316,,1.145,4400,0,0,0,0,5038,37,5038,595075,37.40511862,,,0.34, ,0,0.189607531,-1.99E-05,-9543.579064,20659.77366,36, ,87.95864194,123.9586419, , , ,20189.09274,0,18.7058,0.4,120.9108238,396.6890545,2.261733688,2.68,7.420386116,36.18639793,172,46,86,23,58,16,40,27.4,27.4,4.2-1.8,175,7.3,4.6,28.4, , ,n, ,0.47, ,1.99,268, , , , , , , ,610,12.1,12.7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
361,Cohort1,RTB3,3/25/2019,152,119,5073,5073,Feed 5,35%,100%,5073, , ,0,0, , , ,0,29.13238103,12.2,0,37.74511862,0.074534316,,1.16,4373,0,0,0,0,5073,35,5073,600148,37.74511862,,,0.34, ,0,0.191112554,-1.97E-05,-9683.036062,20535.81501,28,110,0,123.2148901, , , ,20051.09274,0,19.0458,0.4,120.0843531,393.9775365,2.287102573,2.67,7.503617364,35.54040903,173,46,87,23,58,16,40,27.4,27.4,4.1-2,179,7.4,4.6,28.3, , ,n, ,0.47, ,2.02,269,85, , , , , , ,565,12.2,12.7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
362,Cohort1,RTB3,3/26/2019,153,120,5108,5108,Feed 5,35%,100%,5108, , ,0,0, , , ,0,27.95351908,12.3,0,38.08511862,0.074534316,,1.175,4347,0,0,0,0,5108,35,5108,605256,38.08511862,,,0.34, ,0,0.192635236,-1.96E-05,-9824.397028,20412.60012,8,45,69.47560074,122.4756007, , , ,19928.61714,0,19.3858,0.4,119.3508568,391.5710524,2.313711839,2.66,7.590918108,34.91707963,174,46,87,23,58,16,40,27.6,27.6,4.2-1.8,180,7.3,4.5,28.4, , ,n, ,0.48, ,2.03, , , , , , , , ,610,12.3,12.7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
363,Cohort1,RTB3,3/27/2019,154,121,5080,5142,Feed 5,35%,100%,5142, , ,0,0, , , ,0,26.8083389,12.3,0,38.42511862,0.074534316,,1.19,4321,0,0,0,0,5142,34,5142,610336,38.42511862,,,0.34, ,0,0.194155608,-1.95E-05,-9966.654522,20290.12452,37,5,79.74074714,121.7407471, , , ,19806.87639,0,19.7258,0.4,118.6217614,389.1790072,2.339909141,2.65,7.676867261,34.31523803,175,47,88,24,59,16,40,27.7,27.7,4.2-1.8,178,7.4,4.5,28.3, , ,n, ,0.42, ,2.09,279,84.8, , , , , , , ,12.3,12.7, , , ,166 gr molts, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
364,Cohort1,RTB3,3/28/2019,155,122,5175,5175,Feed 5,35%,100%,5175, , ,0,0, , , ,0,25.69684049,12.4,0,38.76511862,0.074534316,,1.205,4295,0,0,0,0,5175,33,5175,615511,38.76511862,,,0.34, ,0,0.19571288,-1.94E-05,-10111.83214,20168.38378, , ,121.0103027,121.0103027, ,18538.5539, ,1147.312192,819.3632485,20.0658,0.1,6.871158806,22.54317193,0.137875298,2.64,0.452346779,33.73379194,177,47,89,24,59,16,40,27.3,27.3,4.2-2,174,7.4,4.8,27.6, , ,n, ,0.4, ,1.99,264,90.9, , , , , , , ,12.4,12.7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
365,Cohort1,RTB4,11/27/2018,34,1,0,0,14-Dec,35%,100%,0, , ,0,0, , , ,0,200,0,13742,1.185588789,0.017019498,,1,0,0,0,0,0,0,0,0,0,1.185588789,,,0.10708074, ,0, ,-8.82E-05,0, , , ,0,0, , , ,0, ,1.185588789,0,0,0,0,1.697197305,0,570.9361698,0,0,0,0,0,0,32,28.7,28.7,.31-6.33,83,8.42,5.7,26.7, , ,n, ,0.2,0.03,0.16,294,1.55, , , , , , , ,11,12.7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
366,Cohort1,RTB4,11/28/2018,35,2,0,0,14-Dec,35%,100%,0, , ,0,0, , , ,0,200,0,0,1.297430339,0.017976397,,1,0,0,0,0,0,0,0,0,0,1.297430339,,,0.111841549, ,0, ,-8.57E-05, ,0, , ,0,0, , , ,0, ,1.297430339,0,0,0,0,1.752637172,0,521.720128,0,0,0,0,0,0,36,28.7,28.7,10.4-6.7,190,8.11,5.5,27.7, , ,n, , , , , , , , , , , , , ,11,12.7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
367,Cohort1,RTB4,11/29/2018,36,3,0,0,14-Dec,35%,100%,0, , ,0,0, , , ,0,200,0,6871,1.414244363,0.018987097,,1,0,0,0,0,0,0,0,0,0,1.414244363,,,0.116814024, ,0, ,-8.33E-05, ,0, , ,0,0, , , ,0, ,1.414244363,0,0,0,0,1.805656152,0,478.6269899,0,0,0,0,0,0,34,28.9,28.9,6.5-6.5,190,8,5.3,27.6, , ,n, ,1.64,0.1,0.29,291,3.74,6, , , , , , ,17.5,12.7,6871, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
368,Cohort1,RTB4,11/30/2018,37,4,0,0,14-Dec,35%,100%,0, , ,0,0, , , ,0,200,0,0,1.536251938,0.020054622,,1,0,0,0,0,0,0,0,0,0,1.536251938,,,0.122007575, ,0, ,-8.11E-05, ,0, , ,0,0, , , ,0, ,1.536251938,0,0,0,0,1.856547571,0,440.6149185,0,0,0,0,0,0,40,29.7,29.7,6.5-6.6,190,7.88,5.3,27.8, , ,n, ,1.75,0.07,0.49,282,3.37, , , , , , , ,18.5,12.7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
369,Cohort1,RTB4,12/1/2018,38,5,0,0,14-Dec,35%,100%,0, , ,0,0, , , ,0,200,0,6871,1.663683969,0.021182167,,1,0,0,0,0,0,0,0,0,0,1.663683969,,,0.127432031, ,0, ,-7.89E-05, ,0, , ,0,0, , , ,0, ,1.663683969,0,0,0,0,1.905556157,0,406.8654475,0,0,0,0,0,0,40,28.3,28.3,6.4-6.7,190,7.92,5.2,27.9, , ,n, ,1.46,0.06,0.72,284,3.43, , , , , , , ,19.7,12.7,6871, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
370,Cohort1,RTB4,12/2/2018,39,6,0,0,14-Dec,35%,100%,0, , ,0,0, , , ,0,200,0,0,1.796781627,0.022373107,,1,0,0,0,0,0,0,0,0,0,1.796781627,,,0.133097658, ,0, ,-7.69E-05, ,0, , ,0,0, , , ,0, ,1.796781627,0,0,0,0,1.952888204,0,376.7266496,0,0,0,0,0,0,40,28.5,28.5,9.7-9.3,190,7.87,5.4,27.9, , ,n, , , , , , , , , , , , , ,20.8,12.7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
371,Cohort1,RTB4,12/3/2018,40,7,2270,2836,14-Dec,35%,100%,2836, , ,0,0, , , ,0,104.4785004,10.2,0,1.935796807,0.023631005,,1,2836,0,0,0,2836,0,2836,2836,2270,1.935796807,,,0.13901518,1.1,0.568241458, ,0.027425, ,42000, , ,252,252, , , ,42000, ,1.935796807,0.9,251.534562,825.2446261,0.486919802,1.998719202,1.597505912,349.6728169,97,26,49,13,33,9,40,28.7,28.7,9.6-6.4,190,7.81,5.1,28, , ,n, , , , , , , , , , , , , ,22.1,12.7,6871, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
372,Cohort1,RTB4,12/4/2018,41,8,3033,2977,14-Dec,35%,100%,2977, , ,0,0, , , ,0,99.72937085,10.7,0,2.0809926,0.024959628,,1,2977,0,0,0,2977,0,141,2977,5303,2.0809926,,,0.145195794, ,0,0.003079559,-7.32E-05,-42.08730159,41748, , ,250.488,250.488, , , ,41749.512, ,1.245195794,0.9,250.0344099,820.3228671,0.311341795,1.727365061,1.021462584,543.6056931,102,27,51,14,34,9,40,29.9,29.9,9.6-6.1,190,7.78,5.1,28, , ,n, ,2.05,0.06,2.06,275,8.17, , , , , , , ,23.4,12.7,6871, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
373,Cohort1,RTB4,12/5/2018,42,9,3402,3126,14-Dec,35%,100%,3126, , ,0,0, , , ,0,94.71078713,11.3,0,2.232643798,0.026362951,,1,3126,0,0,0,3126,0,149,3126,8705,2.232643798,,,0.151651198,1.63,0.730076155,0.004964595,0.038738095,0.128157949,41497.512, , ,248.985072,248.985072,5, , ,41495.52693, ,1.396846991,0.9,248.5133141,815.3323953,0.347135075,1.798043792,1.138894603,484.5881665,107,29,54,15,36,10,39,28.8,28.8,9.7-6,190,7.67,4.8,28, , ,n, ,2.27,0.06,2.89,284, , , , , , , , ,24.8,12.7,6871, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
374,Cohort1,RTB4,12/6/2018,43,10,3607,3281,14-Dec,35%,100%,3281, , ,0,0, , , ,0,89.49011278,11.8,0,2.391037407,0.027845173,,1,3281,0,0,0,3281,0,155,3281,12312,2.391037407,,,0.158393609, ,0,0.006899825,-6.98E-05,-98.89749535,41243.52693,30, ,217.4611616,247.4611616, , , ,41248.06577, ,1.788393609,0.9,247.0312895,810.4701098,0.441789179,1.950010442,1.449439565,378.4935928,112,30,56,15,38,10,38,29.9,29.9,9.5-5.9,190,7.67,4.7,28.1, , ,n, ,2.49,0.07,3.94, ,14.04, , , , , , , ,24.9,12.7,6871, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
375,Cohort1,RTB4,12/7/2018,44,11,3823,3445,14-Dec,35%,100%,3445, , ,0,0, , , ,0,83.96630251,12.4,6871,2.556473195,0.029410732,,1,3445,0,0,0,3445,0,164,3445,16135,2.556473195,,,0.165435788, ,0,0.008891202,-6.82E-05,-130.4043018,40996.06577,21, ,224.9763946,245.9763946, , , ,41002.08937, ,1.953829397,0.9,245.558157,805.6369979,0.479778746,2.004421613,1.57407725,346.4455614,118,31,59,16,40,11,40,28.9,28.9,9.5-5.9,190,7.55,4.6,28.1, , ,n, ,2.93,0.05,4.87,274, , , , , , , , ,26.3,12.7,13742, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
376,Cohort1,RTB4,12/8/2018,45,12,4053,3617,14-Dec,35%,100%,3617, , ,0,0, , , ,0,78.17303808,13,0,2.729264258,0.031064312,,1,3617,0,0,0,3617,0,172,3617,20188,2.729264258,,,0.172791062, ,0,0.010943055,-6.67E-05,-164.1458322,40750.08937,17, ,227.5005362,244.5005362, , , ,40757.58884, ,2.12662046,0.9,244.0938633,800.8328847,0.519095004,2.05653846,1.703067597,318.2963464,124,33,62,17,42,11,40,29.8,29.8,10.6-6,122,7.68,4.7,28, , ,n, ,2.35,0.06,4.48,258,17.64, , , , , , , ,27.7,12.7,6871, , ,40% water exchange, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
377,Cohort1,RTB4,12/9/2018,46,13,4298,3797,14-Dec,35%,100%,3797, , ,0,0, , , ,0,72.11031949,13.7,0,2.90973761,0.032810863,,1,3797,0,0,0,3797,0,180,3797,24486,2.90973761,,,0.180473352, ,0,0.013062655,-6.52E-05,-200.2940392,40505.58884,13, ,230.033533,243.033533, , , ,40514.5553, ,2.307093812,0.8,242.6383553,796.0575962,0.559789448,2.106633015,1.836579554,293.3974852,130,35,65,18,44,12,40,28.2,28.2,10.7-6.0,126,7.46,4.6,28, , ,n, ,0.5,0.01,4.32, , , , , , , , , ,29.2,12.7,13742, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
378,Cohort1,RTB4,12/10/2018,47,14,4557,3987,14-Dec,35%,100%,3987, , ,0,0, , , ,0,65.7107832,13.7,0,3.098234806,0.034655611,,1,3987,0,0,0,3987,0,190,3987,29043,3.098234806,,,0.188497196, ,0,0.015255578,-6.38E-05,-239.0040554,40262.5553,18,40,183.5753318,241.5753318, , , ,40272.97997, ,2.495591008,0.8,241.1915804,791.3109595,0.601915539,2.15493323,1.974788515,271.2365609,136,36,68,18,46,12,38,28.3,28.3,10.8-6,114,7.47,4.6,28, , ,n, ,1.62,0.03,5.1, , , , , , , , , ,30.8,12.7,6871, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
379,Cohort1,RTB4,12/11/2018,48,15,4828,4186,14-Dec,35%,100%,4186, , ,0,0, , , ,0,59.00811098,13.6,0,3.295112586,0.036604077,,1,4186,0,0,0,4186,0,199,4186,33871,3.295112586,,,0.19687778, ,0,0.017526107,-6.25E-05,-280.4177045,40020.97997,13, ,227.1258798,240.1258798, , , ,40032.85409, ,2.692468788,0.8,239.7534862,786.5928025,0.645528778,2.201632001,2.11787657,251.403294,143,38,72,19,48,13,37,29.7,29.7,10.9-5.9,122,7.48,4.6,28.1, , ,n, ,2.08,0.04,7.44,251,32.05, , , , , ,1000, ,21.7,12.7,6871, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
380,Cohort1,RTB4,12/12/2018,49,16,4847,4394,14-Dec,35%,100%,4394, , ,0,0, , , ,0,52.00230283,13.6,0,3.500743552,0.038662094,,1,4394,0,0,0,4394,0,208,4394,38718,3.500743552,,,0.205630965,2.564778,0.73263807,0.019743726,0.052281184,0.37764497,39780.85409,15, ,223.6851245,238.6851245,10, , ,39784.16897, ,2.898099754,0.8,238.2641314,781.7064677,0.69051322,2.246893988,2.265463321,233.5652945,150,40,75,20,50,14,40,29.7,29.7,9.3-10.5,180,7.5,4.5,28.1, , ,n, ,1.4,0.02,7.54,251, , , , , , ,1000, ,22.8,12.7,6871, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
381,Cohort1,RTB4,12/13/2018,50,17,5109,4612,14-Dec,35%,70%,3228.4,Feed 5,0.35,0.3,1383.6, , , ,0,44.65967698,13.4,0,3.715516869,0.04083582,,1,4612,0,0,0,3228.4,1383.6,218,4612,43827,3.715516869,,,0.214773317, ,0,0.022034218,-6.00E-05,-367.2369619,39532.16897,19, ,218.1930138,237.1930138, , , ,39546.97595,0,2.779551317,0.8,236.8436018,777.0459377,0.658318945,2.221208054,2.159839059,243.5269024,157,42,79,21,53,14,40,29.5,29.5,9.5-10.3,180,7.43,4.6,28.1, , ,n, ,1.52,0.03,7.75,250,33.4, , , , , ,1000, ,24.1,12.7,6871, , ,40% water exchange, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
